Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Week,Predicted_Sales
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,5,31,1.6034624e+06
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,12,32,1.5401035e+06
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,19,33,1.5187141e+06
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,26,34,1.4588895e+06
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,2,35,1.5401012e+06
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,9,36,1.5492795e+06
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,16,37,1.4755052e+06
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,23,38,1.3815105e+06
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,30,39,1.3677221e+06
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,7,40,1.587736e+06
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,14,41,1.4924705e+06
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,21,42,1.4724868e+06
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,28,43,1.4374865e+06
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,4,44,1.6008621e+06
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,11,45,1.5838235e+06
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,18,46,1.7791489e+06
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,25,47,2.0366725e+06
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,2,48,1.574617e+06
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,9,49,1.8171598e+06
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,16,50,1.8917228e+06
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,23,51,2.3367702e+06
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,30,52,1.4824875e+06
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,6,1,1.5515071e+06
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,13,2,1.4401045e+06
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,20,3,1.372525e+06
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,27,4,1.3343082e+06
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,3,5,1.6383184e+06
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,10,6,1.7657518e+06
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,17,7,1.8098912e+06
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,24,8,1.5369412e+06
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,2,9,1.6806436e+06
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,9,10,1.6810649e+06
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,16,11,1.6455901e+06
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,23,12,1.525557e+06
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,30,13,1.6201826e+06
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,6,14,1.8776616e+06
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,13,15,1.6252429e+06
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,20,16,1.5166839e+06
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,27,17,1.482921e+06
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,4,18,1.6807611e+06
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,11,19,1.6195579e+06
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,18,20,1.5982835e+06
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,25,21,1.536425e+06
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,1,22,1.6577409e+06
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,8,23,1.6622982e+06
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,15,24,1.6152266e+06
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,22,25,1.530508e+06
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,29,26,1.5322242e+06
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,6,27,1.7394226e+06
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,13,28,1.5558001e+06
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,20,29,1.5046478e+06
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,27,30,1.4556684e+06
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,3,31,1.6298031e+06
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,10,32,1.596068e+06
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,17,33,1.5815624e+06
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,24,34,1.5209738e+06
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,31,35,1.5627621e+06
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,7,36,1.6090276e+06
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,14,37,1.5245951e+06
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,21,38,1.4881575e+06
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,28,39,1.4462389e+06
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,5,40,1.6596324e+06
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,12,41,1.5715671e+06
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,19,42,1.5233679e+06
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,26,43,1.4888044e+06
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,5,2.1078255e+06
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,12,6,2.055165e+06
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,19,7,2.1041368e+06
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,26,8,1.8523992e+06
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,5,9,2.0196046e+06
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,12,10,1.969627e+06
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,19,11,1.9059415e+06
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,26,12,1.779748e+06
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,2,13,1.975645e+06
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,9,14,1.9345529e+06
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,16,15,1.8886764e+06
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,23,16,1.8205264e+06
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,30,17,1.7975679e+06
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,7,18,1.9476006e+06
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,14,19,1.9133695e+06
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,21,20,1.8854782e+06
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,28,21,1.9051738e+06
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,4,22,2.0709545e+06
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,11,23,2.0130244e+06
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,18,24,1.9986978e+06
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,25,1.9272448e+06
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,2,26,1.9527874e+06
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,9,27,1.897221e+06
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,16,28,1.8570799e+06
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,23,29,1.8175116e+06
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,30,1.7790164e+06
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,6,31,1.9572761e+06
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,13,32,1.8893781e+06
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,20,33,1.8983781e+06
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,27,34,1.8501331e+06
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,3,35,1.9043181e+06
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,10,36,1.8366344e+06
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,17,37,1.8011959e+06
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,24,38,1.7297265e+06
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,1,39,1.8491698e+06
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,8,40,1.8600979e+06
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,15,41,1.8182171e+06
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,22,42,1.7630422e+06
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,29,43,1.7681452e+06
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,5,44,1.9366649e+06
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,12,45,1.9106409e+06
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,19,46,1.9387839e+06
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,26,47,2.2343532e+06
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,3,48,1.9918079e+06
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,10,49,2.3787998e+06
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,17,50,2.6101218e+06
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,24,51,3.350887e+06
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,31,52,1.7435598e+06
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,7,1,1.768697e+06
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,14,2,1.7497656e+06
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,21,3,1.7467315e+06
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,28,4,1.6973789e+06
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,4,5,1.931923e+06
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,11,6,1.9403242e+06
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,18,7,2.0171684e+06
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,25,8,1.8346491e+06
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,4,9,1.9119454e+06
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,11,10,1.872757e+06
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,18,11,1.8810194e+06
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,25,12,1.8043655e+06
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,1,13,1.8234411e+06
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,8,14,1.875741e+06
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,15,1.865551e+06
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,22,16,1.8345495e+06
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,29,17,1.7516156e+06
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,6,18,1.8387738e+06
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,13,19,1.8310649e+06
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,20,1.7272448e+06
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,27,21,1.7989289e+06
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,3,22,1.9263718e+06
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,10,23,1.9046482e+06
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,17,24,1.9126315e+06
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,24,25,1.805423e+06
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,1,26,1.8489636e+06
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,8,27,1.859852e+06
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,15,28,1.8014961e+06
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,22,29,1.7565194e+06
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,29,30,1.7051862e+06
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,8,5,31,1.8891406e+06
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,8,12,32,1.8299032e+06
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,19,33,1.8422654e+06
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,26,34,1.795376e+06
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,2,35,1.8316015e+06
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,9,36,1.7934882e+06
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,16,37,1.7487895e+06
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,23,38,1.68856e+06
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,30,39,1.6684786e+06
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,7,40,1.8761155e+06
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,14,41,1.8104162e+06
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,21,42,1.807934e+06
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,28,43,1.7999141e+06
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,11,4,44,1.9389762e+06
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,11,45,1.9152106e+06
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,18,46,1.9070915e+06
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,25,47,2.591803e+06
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,12,2,48,1.9383511e+06
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,9,49,2.3101835e+06
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,16,50,2.521327e+06
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,23,51,3.1893525e+06
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,30,52,1.8585311e+06
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,2012,1,6,1,1.8152436e+06
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,13,2,1.7441825e+06
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,2012,1,20,3,1.6934054e+06
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,2012,1,27,4,1.6636801e+06
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,2012,2,3,5,1.9063928e+06
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,2012,2,10,6,2.0092311e+06
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,2012,2,17,7,2.138482e+06
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,2012,2,24,8,1.8721108e+06
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,2012,3,2,9,1.9619458e+06
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,2012,3,9,10,1.9577715e+06
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,2012,3,16,11,1.9436948e+06
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,2012,3,23,12,1.8659436e+06
2,2012-03-30,1857480.84,0,66.83,3.845,220.9991248,7.057,2012,3,30,13,1.8656676e+06
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,2012,4,6,14,2.0930395e+06
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,2012,4,13,15,1.9192722e+06
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,2012,4,20,16,1.8521378e+06
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,2012,4,27,17,1.8212829e+06
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,2012,5,4,18,1.9576475e+06
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,2012,5,11,19,1.9326178e+06
